cis,nom_medicament,cause,classification,date_evenement,code_atc,molecule,laboratoire,nb_patients_ville,est_antihistaminique,annee,mois,trimestre,saison_allergies,cause_categorie
66718898,"ezetimibe sandoz 10 mg, comprimé",Autre,rupture,2023-01-27,C10AX09,Ezétimibe,sandoz,80000.0,False,2023,1,1,0,Autre
66718898,"ezetimibe sandoz 10 mg, comprimé",Autre,rupture,2022-12-15,C10AX09,Ezétimibe,sandoz,80000.0,False,2022,12,4,0,Autre
66718898,"ezetimibe sandoz 10 mg, comprimé",Autre,rupture,2022-10-14,C10AX09,Ezétimibe,sandoz,80000.0,False,2022,10,4,0,Autre
66718898,"ezetimibe sandoz 10 mg, comprimé",Autre,rupture,2022-10-14,C10AX09,Ezétimibe,sandoz,80000.0,False,2022,10,4,0,Autre
67815446,"zavedos 5 mg, poudre pour solution pour perfusion",Autre,rupture,2022-07-01,L01DB06,Idarubicine,pfizer holding france,,False,2022,7,3,0,Autre
65771677,"olanzapine teva 5 mg, comprimé pelliculé","Augmentation du volume de vente, Capacité de production insuffisante",rupture,2024-05-22,N05AH03,Olanzapine,teva (pays-bas),20000.0,False,2024,5,2,1,Augmentation demande
65771677,"olanzapine teva 5 mg, comprimé pelliculé",Augmentation du volume de vente,rupture,2023-10-03,N05AH03,Olanzapine,teva (pays-bas),20000.0,False,2023,10,4,0,Augmentation demande
65771677,"olanzapine teva 5 mg, comprimé pelliculé",Capacité de production insuffisante,rupture,2022-07-15,N05AH03,Olanzapine,teva (pays-bas),20000.0,False,2022,7,3,0,Capacite production
67709496,"simvastatine teva 10 mg, comprimé pelliculé sécable",Capacité de production insuffisante,rupture,2023-06-22,C10AA01,Simvastatine,teva sante,60000.0,False,2023,6,2,1,Capacite production
67709496,"simvastatine teva 10 mg, comprimé pelliculé sécable","Capacité de production insuffisante, Augmentation du volume de vente",rupture,2022-07-29,C10AA01,Simvastatine,teva sante,60000.0,False,2022,7,3,0,Augmentation demande
65662076,"bi tildiem l.p. 120 mg, comprimé enrobé à libération prolongée",Autre,rupture,2022-11-21,C08DB01,Diltiazem,sanofi winthrop industrie,7000.0,False,2022,11,4,0,Autre
65662076,"bi tildiem l.p. 120 mg, comprimé enrobé à libération prolongée",Capacité de production insuffisante,rupture,2022-07-31,C08DB01,Diltiazem,sanofi winthrop industrie,7000.0,False,2022,7,3,0,Capacite production
61168571,"quinapril biogaran 20 mg, comprimé pelliculé sécable",Augmentation du volume de vente,rupture,2022-09-18,C09AA06,Quinapril,biogaran,7000.0,False,2022,9,3,0,Augmentation demande
61168571,"quinapril biogaran 20 mg, comprimé pelliculé sécable",Capacité de production insuffisante,rupture,2022-06-09,C09AA06,Quinapril,biogaran,7000.0,False,2022,6,2,1,Capacite production
65646848,"metformine arrow lab 850 mg, comprimé pelliculé",Défaut d'approvisionnement en Matière Première,rupture,2023-03-20,A10BA02,Metformine,arrow generiques,80000.0,False,2023,3,1,1,Approvisionnement matiere
65646848,"metformine arrow lab 850 mg, comprimé pelliculé",Problème de transport/logistique,rupture,2022-06-03,A10BA02,Metformine,arrow generiques,80000.0,False,2022,6,2,1,Logistique
62005883,"cetirizine almus 10 mg, comprimé pelliculé sécable",Augmentation du volume de vente,rupture,2024-02-22,R06AE07,Cétirizine,biogaran,20000.0,True,2024,2,1,0,Augmentation demande
62005883,"cetirizine almus 10 mg, comprimé pelliculé sécable",Capacité de production insuffisante,rupture,2022-06-09,R06AE07,Cétirizine,biogaran,20000.0,True,2022,6,2,1,Capacite production
63811361,"phenylephrine unimedic 0,1 mg/ml, solution injectable",Autre,rupture,2022-07-01,C01CA06,Phényléphrine,unimedic pharma (suede),,False,2022,7,3,0,Autre
60958210,"phenylephrine unimedic 0,05 mg/ml, solution injectable",Autre,rupture,2022-07-01,C01CA06,Phényléphrine,unimedic pharma (suede),,False,2022,7,3,0,Autre
64457346,"bendamustine medac 2,5 mg/ml, poudre pour solution à diluer pour perfusion",Autre,rupture,2022-06-01,L01AA09,Bendamustine,medac gesellschaft fur klinische spezialpraparate (allemagne),,False,2022,6,2,1,Autre
64457346,"bendamustine medac 2,5 mg/ml, poudre pour solution à diluer pour perfusion",Autre,rupture,2022-06-01,L01AA09,Bendamustine,medac gesellschaft fur klinische spezialpraparate (allemagne),,False,2022,6,2,1,Autre
60567418,"visipaque 320 mg d'i/ml, solution injectable",Autre,rupture,2022-06-13,V08AB09,Iodixanol,ge healthcare,200000.0,False,2022,6,2,1,Autre
60567418,"visipaque 320 mg d'i/ml, solution injectable",Autre,rupture,2022-05-25,V08AB09,Iodixanol,ge healthcare,200000.0,False,2022,5,2,1,Autre
60567418,"visipaque 320 mg d'i/ml, solution injectable",Autre,rupture,2022-07-18,V08AB09,Iodixanol,ge healthcare,200000.0,False,2022,7,3,0,Autre
60567418,"visipaque 320 mg d'i/ml, solution injectable",Autre,rupture,2022-05-25,V08AB09,Iodixanol,ge healthcare,200000.0,False,2022,5,2,1,Autre
65106581,"omnipaque 300 mg d'i/ml, solution injectable",Autre,rupture,2022-05-25,V08AB02,Iohexol,ge healthcare,100000.0,False,2022,5,2,1,Autre
69266996,"amoxicilline acide clavulanique almus 100 mg/12,5 mg par ml nourrissons, poudre pour suspension buvable (rapport amoxicilline/acide clavulanique : 8/1)",Augmentation du volume de vente,rupture,2022-07-06,J01CR02,Amoxicilline et inhibiteur de bêtalactamases,almus france,4000.0,False,2022,7,3,0,Augmentation demande
64196782,"teicoplanine altan 400 mg, poudre pour solution injectable/pour perfusion ou solution buvable",Autre,rupture,2023-03-16,J01XA02,Téicoplanine,altan pharma (irlande),,False,2023,3,1,1,Autre
64196782,"teicoplanine altan 400 mg, poudre pour solution injectable/pour perfusion ou solution buvable",Augmentation du volume de vente,rupture,2022-05-20,J01XA02,Téicoplanine,altan pharma (irlande),,False,2022,5,2,1,Augmentation demande
62308389,"nanocis 0,24 mg trousse pour préparation radiopharmaceutique",Capacité de production insuffisante,rupture,2022-11-14,V09DB06,Sulfure de rhénium colloïdal-technétium (99mTc),cis bio international,,False,2022,11,4,0,Capacite production
62308389,"nanocis 0,24 mg trousse pour préparation radiopharmaceutique",Capacité de production insuffisante,rupture,2022-05-21,V09DB06,Sulfure de rhénium colloïdal-technétium (99mTc),cis bio international,,False,2022,5,2,1,Capacite production
65305327,"metformine sandoz 1000 mg, comprimé pelliculé",Autre,rupture,2023-08-28,A10BA02,Metformine,sandoz,100000.0,False,2023,8,3,0,Autre
65305327,"metformine sandoz 1000 mg, comprimé pelliculé",Autre,rupture,2022-12-01,A10BA02,Metformine,sandoz,100000.0,False,2022,12,4,0,Autre
62930042,"azithromycine bgr 250 mg, comprimé pelliculé",Augmentation du volume de vente,rupture,2022-07-05,J01FA10,Azithromycine,biogaran,200000.0,False,2022,7,3,0,Augmentation demande
68758884,"terbinafine zentiva 250 mg, comprimé sécable",Problème de transport/logistique,rupture,2022-05-23,D01BA02,Terbinafine,zentiva france,40000.0,False,2022,5,2,1,Logistique
60340413,"cinacalcet eg 30 mg, comprimé pelliculé",Augmentation du volume de vente,rupture,2023-05-23,H05BX01,Cinacalcet,eg labo - laboratoires eurogenerics,1000.0,False,2023,5,2,1,Augmentation demande
69347505,"alburex 50 g/l, solution pour perfusion",Autre,rupture,2023-04-10,B05AA01,Albumine,csl behring (allemagne),,False,2023,4,2,1,Autre
66693676,"jext 300 microgrammes, solution injectable en stylo prérempli",Capacité de production insuffisante,rupture,2023-08-28,C01CA24,Epinéphrine,alk abello (danemark),20000.0,False,2023,8,3,0,Capacite production
61789941,"tamoxifene viatris 10 mg, comprimé",Capacité de production insuffisante,rupture,2022-07-19,L02BA01,Tamoxifène,viatris sante,2000.0,False,2022,7,3,0,Capacite production
69250369,"olanzapine biogaran 7,5 mg, comprimé enrobé",Autre,rupture,2022-08-08,N05AH03,Olanzapine,biogaran,10000.0,False,2022,8,3,0,Autre
66159149,"coveram 10 mg/5 mg, comprimé",Capacité de production insuffisante,rupture,2022-07-27,C09BB04,Périndopril et amlodipine,les laboratoires servier,200000.0,False,2022,7,3,0,Capacite production
66159149,"coveram 10 mg/5 mg, comprimé",Capacité de production insuffisante,rupture,2022-07-04,C09BB04,Périndopril et amlodipine,les laboratoires servier,200000.0,False,2022,7,3,0,Capacite production
60972480,"coveram 5 mg/10 mg, comprimé",Capacité de production insuffisante,rupture,2023-07-18,C09BB04,Périndopril et amlodipine,les laboratoires servier,80000.0,False,2023,7,3,0,Capacite production
60972480,"coveram 5 mg/10 mg, comprimé",Capacité de production insuffisante,rupture,2023-07-10,C09BB04,Périndopril et amlodipine,les laboratoires servier,80000.0,False,2023,7,3,0,Capacite production
66889582,"telmisartan/hydrochlorothiazide zentiva 40 mg/12,5 mg, comprimé",Capacité de production insuffisante,rupture,2022-05-09,C09DA07,Telmisartan et diurétiques,zentiva france,6000.0,False,2022,5,2,1,Capacite production
61096912,"amoxicilline zentiva lab 500 mg, gélule",Augmentation du volume de vente,rupture,2022-05-09,J01CA04,Amoxicilline,glaxosmithkline,200000.0,False,2022,5,2,1,Augmentation demande
64164471,"levetiracetam zentiva 250 mg, comprimé pelliculé",Capacité de production insuffisante,rupture,2022-06-09,N03AX14,Lévétiracétam,zentiva france,1000.0,False,2022,6,2,1,Capacite production
68934841,"lamivudine sandoz 300 mg, comprimé pelliculé",Autre,rupture,2023-12-11,J05AF05,Lamivudine,sandoz,100.0,False,2023,12,4,0,Autre
68934841,"lamivudine sandoz 300 mg, comprimé pelliculé",Autre,rupture,2022-07-25,J05AF05,Lamivudine,sandoz,100.0,False,2022,7,3,0,Autre
68001016,"raloxifene sandoz 60 mg, comprimé pelliculé",Autre,rupture,2024-10-15,G03XC01,Raloxifène,sandoz,10000.0,False,2024,10,4,0,Autre
65106581,"omnipaque 300 mg d'i/ml, solution injectable",Autre,rupture,2022-05-16,V08AB02,Iohexol,ge healthcare,100000.0,False,2022,5,2,1,Autre
65106581,"omnipaque 300 mg d'i/ml, solution injectable",Autre,rupture,2022-05-16,V08AB02,Iohexol,ge healthcare,100000.0,False,2022,5,2,1,Autre
65106581,"omnipaque 300 mg d'i/ml, solution injectable",Autre,rupture,2022-06-22,V08AB02,Iohexol,ge healthcare,100000.0,False,2022,6,2,1,Autre
67846776,"omnipaque 350 mg d'i/ml, solution injectable",Augmentation du volume de vente,rupture,2024-05-23,V08AB02,Iohexol,ge healthcare,400000.0,False,2024,5,2,1,Augmentation demande
60960777,"visipaque 270 mg d'i/ml, solution injectable","Autre, Stock inférieur au stock défini  par le décret n°2021-349 du 30 mars 2021",rupture,2024-09-02,V08AB09,Iodixanol,ge healthcare,200000.0,False,2024,9,3,0,Autre
60960777,"visipaque 270 mg d'i/ml, solution injectable",Augmentation du volume de vente,rupture,2024-06-24,V08AB09,Iodixanol,ge healthcare,200000.0,False,2024,6,2,1,Augmentation demande
60960777,"visipaque 270 mg d'i/ml, solution injectable",Augmentation du volume de vente,rupture,2024-05-17,V08AB09,Iodixanol,ge healthcare,200000.0,False,2024,5,2,1,Augmentation demande
60960777,"visipaque 270 mg d'i/ml, solution injectable",Autre,rupture,2022-06-27,V08AB09,Iodixanol,ge healthcare,200000.0,False,2022,6,2,1,Autre
60960777,"visipaque 270 mg d'i/ml, solution injectable",Autre,rupture,2022-06-20,V08AB09,Iodixanol,ge healthcare,200000.0,False,2022,6,2,1,Autre
60960777,"visipaque 270 mg d'i/ml, solution injectable",Autre,rupture,2022-06-27,V08AB09,Iodixanol,ge healthcare,200000.0,False,2022,6,2,1,Autre
60960777,"visipaque 270 mg d'i/ml, solution injectable",Autre,rupture,2022-08-04,V08AB09,Iodixanol,ge healthcare,200000.0,False,2022,8,3,0,Autre
60960777,"visipaque 270 mg d'i/ml, solution injectable",Autre,rupture,2022-07-04,V08AB09,Iodixanol,ge healthcare,200000.0,False,2022,7,3,0,Autre
60960777,"visipaque 270 mg d'i/ml, solution injectable",Autre,rupture,2022-07-11,V08AB09,Iodixanol,ge healthcare,200000.0,False,2022,7,3,0,Autre
67846776,"omnipaque 350 mg d'i/ml, solution injectable",Autre,rupture,2024-11-18,V08AB02,Iohexol,ge healthcare,400000.0,False,2024,11,4,0,Autre
67846776,"omnipaque 350 mg d'i/ml, solution injectable",Augmentation du volume de vente,rupture,2024-07-31,V08AB02,Iohexol,ge healthcare,400000.0,False,2024,7,3,0,Augmentation demande
67846776,"omnipaque 350 mg d'i/ml, solution injectable",Augmentation du volume de vente,rupture,2024-05-23,V08AB02,Iohexol,ge healthcare,400000.0,False,2024,5,2,1,Augmentation demande
67846776,"omnipaque 350 mg d'i/ml, solution injectable",Difficulté réglementaire,rupture,2024-03-01,V08AB02,Iohexol,ge healthcare,400000.0,False,2024,3,1,1,Autre
65106581,"omnipaque 300 mg d'i/ml, solution injectable",Autre,rupture,2022-06-13,V08AB02,Iohexol,ge healthcare,100000.0,False,2022,6,2,1,Autre
67846776,"omnipaque 350 mg d'i/ml, solution injectable",Autre,rupture,2022-05-25,V08AB02,Iohexol,ge healthcare,400000.0,False,2022,5,2,1,Autre
67846776,"omnipaque 350 mg d'i/ml, solution injectable",Autre,rupture,2022-05-25,V08AB02,Iohexol,ge healthcare,400000.0,False,2022,5,2,1,Autre
67846776,"omnipaque 350 mg d'i/ml, solution injectable",Autre,rupture,2022-05-30,V08AB02,Iohexol,ge healthcare,400000.0,False,2022,5,2,1,Autre
66800338,"rabipur, poudre et solvant pour solution injectable en seringue préremplie. vaccin rabique (inactivé)","Augmentation du volume de vente, Défaut d'approvisionnement en Article de Conditionnement",rupture,2022-09-30,J07BG01,"Rage, virus entier inactivé",bavarian nordic (danemark),,False,2022,9,3,0,Augmentation demande
66892062,"omnipaque 240 mg d'i/ml, solution injectable",Augmentation du volume de vente,rupture,2024-08-13,V08AB02,Iohexol,ge healthcare,4000.0,False,2024,8,3,0,Augmentation demande
66892062,"omnipaque 240 mg d'i/ml, solution injectable",Autre,rupture,2022-05-23,V08AB02,Iohexol,ge healthcare,4000.0,False,2022,5,2,1,Autre
65106581,"omnipaque 300 mg d'i/ml, solution injectable",Autre,rupture,2024-12-16,V08AB02,Iohexol,ge healthcare,100000.0,False,2024,12,4,0,Autre
65106581,"omnipaque 300 mg d'i/ml, solution injectable",Augmentation du volume de vente,rupture,2024-05-28,V08AB02,Iohexol,ge healthcare,100000.0,False,2024,5,2,1,Augmentation demande
65106581,"omnipaque 300 mg d'i/ml, solution injectable",Augmentation du volume de vente,rupture,2024-06-03,V08AB02,Iohexol,ge healthcare,100000.0,False,2024,6,2,1,Augmentation demande
65106581,"omnipaque 300 mg d'i/ml, solution injectable",Augmentation du volume de vente,rupture,2024-05-17,V08AB02,Iohexol,ge healthcare,100000.0,False,2024,5,2,1,Augmentation demande
65106581,"omnipaque 300 mg d'i/ml, solution injectable",Autre,rupture,2022-07-25,V08AB02,Iohexol,ge healthcare,100000.0,False,2022,7,3,0,Autre
64802027,"spironolactone teva 25 mg, comprimé pelliculé sécable",Défaut d'approvisionnement en Matière Première,rupture,2022-06-08,C03DA01,Spironolactone,teva sante,90000.0,False,2022,6,2,1,Approvisionnement matiere
61571533,"gefitinib teva 250 mg, comprimé pelliculé",Augmentation du volume de vente,rupture,2022-05-30,L01EB01,Géfitinib,teva (pays-bas),20.0,False,2022,5,2,1,Augmentation demande
65324007,"amoxicilline/acide clavulanique sandoz 500 mg/50 mg, poudre pour solution injectable/pour perfusion (i.v.)",Autre,rupture,2023-01-09,J01CR02,Amoxicilline et inhibiteur de bêtalactamases,sandoz,,False,2023,1,1,0,Autre
65511373,"memantine zentiva 10 mg, comprimé pelliculé sécable",Autre,rupture,2022-08-22,N06DX01,Mémantine,zentiva france,1000.0,False,2022,8,3,0,Autre
62299972,"temgesic 0,3 mg/ml, solution injectable",Autre,rupture,2022-06-25,N02AE01,Buprénorphine,eumedica pharmaceuticals (allemagne),,False,2022,6,2,1,Autre
61881763,"levocetirizine zentiva 5 mg, comprimé pelliculé",Capacité de production insuffisante,rupture,2022-03-07,R06AE09,Lévocétirizine,zentiva france,100000.0,True,2022,3,1,1,Capacite production
68091113,"nebivolol/hydrochlorothiazide zentiva 5 mg/25 mg, comprimé pelliculé",Autre,rupture,2022-09-26,C07BB12,Nébivolol et thiazidiques,zentiva france,10000.0,False,2022,9,3,0,Autre
68091113,"nebivolol/hydrochlorothiazide zentiva 5 mg/25 mg, comprimé pelliculé",Capacité de production insuffisante,rupture,2022-03-07,C07BB12,Nébivolol et thiazidiques,zentiva france,10000.0,False,2022,3,1,1,Capacite production
67874804,"lisinopril/hydrochlorothiazide zentiva 20 mg/12,5 mg, comprimé sécable",Capacité de production insuffisante,rupture,2022-03-07,C09BA03,Lisinopril et diurétiques,zentiva france,4000.0,False,2022,3,1,1,Capacite production
65031278,"rabeprazole zentiva 20 mg, comprimé gastro-résistant",Autre,rupture,2022-11-28,A02BC04,Rabéprazole,zentiva france,90000.0,False,2022,11,4,0,Autre
65031278,"rabeprazole zentiva 20 mg, comprimé gastro-résistant",Augmentation du volume de vente,rupture,2022-04-25,A02BC04,Rabéprazole,zentiva france,90000.0,False,2022,4,2,1,Augmentation demande
63389223,"cinacalcet zentiva 90 mg, comprimé pelliculé",Capacité de production insuffisante,rupture,2022-03-14,H05BX01,Cinacalcet,zentiva france,90.0,False,2022,3,1,1,Capacite production
64289681,"quinimax 125 mg, comprimé pelliculé sécable",Augmentation du volume de vente,rupture,2022-02-21,P01BC,MÉTHANOLQUINOLÉINES,sanofi winthrop industrie,90.0,False,2022,2,1,0,Augmentation demande
69935063,"signifor 30 mg, poudre et solvant pour suspension injectable",Autre,rupture,2022-04-01,H01CB05,Pasiréotide,recordati rare diseases,20.0,False,2022,4,2,1,Autre
69774343,"solumedrol 120 mg/2 ml, lyophilisat et solution pour usage parentéral",Problème qualité : Analyse non conforme,rupture,2024-03-15,H02AB04,Méthylprednisolone,pfizer holding france,30000.0,False,2024,3,1,1,Autre
69774343,"solumedrol 120 mg/2 ml, lyophilisat et solution pour usage parentéral",Problème qualité : Analyse non conforme,rupture,2024-03-18,H02AB04,Méthylprednisolone,pfizer holding france,30000.0,False,2024,3,1,1,Autre
69774343,"solumedrol 120 mg/2 ml, lyophilisat et solution pour usage parentéral","Autre, Augmentation du volume de vente",rupture,2023-05-03,H02AB04,Méthylprednisolone,pfizer holding france,30000.0,False,2023,5,2,1,Augmentation demande
